url,name,language
https://www.lyngsat.com/providers/us/HBO-The-Works.html,"HBO The Works",
https://www.lyngsat.com/providers/us/Herring-Networks.html,"Herring Networks",
https://www.lyngsat.com/providers/us/In-Demand.html,"In Demand",
https://www.lyngsat.com/providers/us/ION-Media-Networks.html,"ION Media Networks",
https://www.lyngsat.com/providers/us/Media-Comm.html,Media-Comm,
https://www.lyngsat.com/providers/us/MLB-Network.html,"MLB Network",
https://www.lyngsat.com/providers/us/NASA-TV.html,"NASA TV",
https://www.lyngsat.com/providers/us/NBC-Universal.html,"NBC Universal",
https://www.lyngsat.com/providers/us/Paramount-International-Networks.html,"Paramount International Networks",
https://www.lyngsat.com/providers/us/Paramount-Networks-Americas.html,"Paramount Networks Americas",
https://www.lyngsat.com/providers/us/ShopHQ.html,ShopHQ,
https://www.lyngsat.com/providers/us/Showtime-HD-East-Plex-2.html,"Showtime HD East Plex 2",
https://www.lyngsat.com/providers/us/Starz.html,Starz,
https://www.lyngsat.com/providers/us/Trinity-Broadcasting.html,"Trinity Broadcasting",
https://www.lyngsat.com/providers/us/Turner.html,Turner,
https://www.lyngsat.com/providers/us/Univision.html,Univisión,
https://www.lyngsat.com/providers/us/VoA.html,VoA,
https://www.lyngsat.com/providers/us/Voice-of-America.html,"Voice of America",
https://www.lyngsat.com/providers/us/Walt-Disney-TV.html,"Walt Disney TV",
https://www.lyngsat.com/providers/us/Warner-Bros-Discovery.html,"Warner Bros. Discovery",
https://www.lyngsat.com/providers/ve/SiBCI.html,SiBCI,
https://www.lyngsat.com/providers/vn/VTV.html,VTV,
https://www.lyngsat.com/providers/zm/TopStar.html,TopStar,
https://www.lyngsat.com/providers/zm/ZNBC.html,ZNBC,
