satellite_id,channel_id
https://www.lyngsat.com/tracker/Intelsat-34.html,https://www.lyngsat.com/radiochannels/ar/La-Red-AM-910.html
https://www.lyngsat.com/tracker/Arsat-2.html,https://www.lyngsat.com/radiochannels/ar/Mitre.html
https://www.lyngsat.com/tracker/Arsat-2.html,https://www.lyngsat.com/radiochannels/ar/Radio-Nacional-Argentina.html
https://www.lyngsat.com/tracker/Intelsat-34.html,https://www.lyngsat.com/radiochannels/ar/RQP-Bolivia.html
https://www.lyngsat.com/tracker/Intelsat-14.html,https://www.lyngsat.com/radiochannels/ar/RQP-Paraguay.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Classic.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Country.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Double-J.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Jazz.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Kids-listen.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-NewsRadio.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Adelaide.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Brisbane.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Darwin.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Melbourne.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Radio-National-NSW.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Radio-National-Queensland.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Perth.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Radio-Sydney.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Sport.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Triple-J-Unearthed.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/ABC-Triple-J.html
https://www.lyngsat.com/tracker/Intelsat-18.html,https://www.lyngsat.com/radiochannels/au/Radio-Australia-English-for-Asia.html
https://www.lyngsat.com/tracker/Optus-D2.html,https://www.lyngsat.com/radiochannels/au/Radio-Australia-English-for-Asia.html
https://www.lyngsat.com/tracker/Intelsat-18.html,https://www.lyngsat.com/radiochannels/au/Radio-Australia-English-for-the-Pacific.html
https://www.lyngsat.com/tracker/Eutelsat-16A.html,https://www.lyngsat.com/radiochannels/bf/RTB-Radio.html
https://www.lyngsat.com/tracker/BulgariaSat-1.html,https://www.lyngsat.com/radiochannels/bg/Magic-FM.html
https://www.lyngsat.com/tracker/BulgariaSat-1.html,https://www.lyngsat.com/radiochannels/bg/Radio-N-Joy.html
https://www.lyngsat.com/tracker/BulgariaSat-1.html,https://www.lyngsat.com/radiochannels/bg/Radio-Veronika.html
https://www.lyngsat.com/tracker/BulgariaSat-1.html,https://www.lyngsat.com/radiochannels/bg/Radio-Veselina.html
https://www.lyngsat.com/tracker/BulgariaSat-1.html,https://www.lyngsat.com/radiochannels/bg/Radio-Z-Rock.html
https://www.lyngsat.com/tracker/Eutelsat-8-West-B.html,https://www.lyngsat.com/radiochannels/bj/Atlantic-FM.html
https://www.lyngsat.com/tracker/Eutelsat-16A.html,https://www.lyngsat.com/radiochannels/bj/Diaspora-FM.html
https://www.lyngsat.com/tracker/Eutelsat-16A.html,https://www.lyngsat.com/radiochannels/bj/Golfe-FM-Africa.html
https://www.lyngsat.com/tracker/Eutelsat-8-West-B.html,https://www.lyngsat.com/radiochannels/bj/Radio-Benin.html
https://www.lyngsat.com/tracker/Eutelsat-16A.html,https://www.lyngsat.com/radiochannels/bj/Radio-Immaculee-Conception.html
https://www.lyngsat.com/tracker/Intelsat-21.html,https://www.lyngsat.com/radiochannels/bo/Radio-AD-Venir.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/104-FM.html
https://www.lyngsat.com/tracker/Star-One-D1.html,https://www.lyngsat.com/radiochannels/br/94-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/983-Gazeta-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/995-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Bahia-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Baixada-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Band-FM-Sao-Paulo.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Band-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/BH-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Boa-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Brasileira-Sat.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Capao-FM.html
https://www.lyngsat.com/tracker/Intelsat-14.html,https://www.lyngsat.com/radiochannels/br/CBN-Amazonia.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/CBN-Belo-Horizonte.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/CBN-Brasilia.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/CBN-Caruaru.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/CBN-Rio-de-Janeiro.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/CBN-Salvador.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/CBN-Sao-Paulo.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/CCR-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Cidreira-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Clube-FM-917.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Cultura-907.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Feliz-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/FM-O-Dia.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Gazeta-FM-941.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Gazeta-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/GFM-901.html
https://www.lyngsat.com/tracker/Intelsat-14.html,https://www.lyngsat.com/radiochannels/br/Gremio-Radio.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Imbe-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Jangadeiro-FM.html
https://www.lyngsat.com/tracker/Intelsat-14.html,https://www.lyngsat.com/radiochannels/br/Jovem-Pan-FM.html
https://www.lyngsat.com/tracker/Intelsat-14.html,https://www.lyngsat.com/radiochannels/br/Jovem-Pan-News.html
https://www.lyngsat.com/tracker/Intelsat-14.html,https://www.lyngsat.com/radiochannels/br/Jovem-Plan-Classic-Pan.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Liberdade.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Maisnova-FM.html
https://www.lyngsat.com/tracker/Star-One-D1.html,https://www.lyngsat.com/radiochannels/br/Massa-FM-Curitiba.html
https://www.lyngsat.com/tracker/Star-One-D1.html,https://www.lyngsat.com/radiochannels/br/Massa-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Meio-Norte-FM.html
https://www.lyngsat.com/tracker/Star-One-D1.html,https://www.lyngsat.com/radiochannels/br/Mirante-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Mix-FM-Teresina.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Nativa-FM-893.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Nativa-FM-Sao-Paulo.html
https://www.lyngsat.com/tracker/Intelsat-34.html,https://www.lyngsat.com/radiochannels/br/Nossa-Radio.html
https://www.lyngsat.com/tracker/Intelsat-37e.html,https://www.lyngsat.com/radiochannels/br/Nossa-Radio.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Parecis-FM-99.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Play-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Plus-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Pop-909-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-America.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-Aparecida.html
https://www.lyngsat.com/tracker/ABS-3A.html,https://www.lyngsat.com/radiochannels/br/Radio-Assembleia-Minas-Gerais.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-Band-News-FM-Sao-Paulo.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-Bandeirantes-AM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-Bandeirantes-Campinas.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Radio-BSD.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-Cancao-Nova-Cachoeira-Paulista-891.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-Cancao-Nova-Cachoeira-Paulista-963.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-Cancao-Nova-Sao-Jose-dos-Campos.html
https://www.lyngsat.com/tracker/Intelsat-14.html,https://www.lyngsat.com/radiochannels/br/Radio-Cidade-1071-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Radio-Cidade-Verde-935.html
https://www.lyngsat.com/tracker/ABS-3A.html,https://www.lyngsat.com/radiochannels/br/Radio-Clube-do-Para.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Radio-Continental.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Radio-Eldorado.html
https://www.lyngsat.com/tracker/Star-One-D1.html,https://www.lyngsat.com/radiochannels/br/Radio-Encontro-das-Aguas.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Radio-Globo-Rio-de-Janeiro.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Radio-Grenal.html
https://www.lyngsat.com/tracker/Star-One-D1.html,https://www.lyngsat.com/radiochannels/br/Radio-Imaculada-Conceicao.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Radio-Lideranca.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Radio-Pampa.html
https://www.lyngsat.com/tracker/Intelsat-14.html,https://www.lyngsat.com/radiochannels/br/Radio-Pentecostal-Deus-e-Amor.html
https://www.lyngsat.com/tracker/Intelsat-34.html,https://www.lyngsat.com/radiochannels/br/Radio-Relogio.html
https://www.lyngsat.com/tracker/Intelsat-37e.html,https://www.lyngsat.com/radiochannels/br/Radio-Relogio.html
https://www.lyngsat.com/tracker/ABS-3A.html,https://www.lyngsat.com/radiochannels/br/RBC-Radio.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Rede-Nativa.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Rede-Serra-Dourada-Itapaci.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Rede-Serra-Dourada-Sao-Simao.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Rede-Serra-Dourada.html
https://www.lyngsat.com/tracker/Sky-Brasil-1.html,https://www.lyngsat.com/radiochannels/br/Sound-Anos-60.html
https://www.lyngsat.com/tracker/Sky-Brasil-1.html,https://www.lyngsat.com/radiochannels/br/Sound-Blues.html
https://www.lyngsat.com/tracker/Sky-Brasil-1.html,https://www.lyngsat.com/radiochannels/br/Sound-Romanticas.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Super-Rede-Boa-Vontade-1230-AM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Torres-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Tramandai-FM.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Tua-Radio.html
https://www.lyngsat.com/tracker/Star-One-C3.html,https://www.lyngsat.com/radiochannels/br/Vila-Real-FM.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/br/Xangri-la-FM.html
https://www.lyngsat.com/tracker/G-Sat-9.html,https://www.lyngsat.com/radiochannels/bt/BBS-Radio-1.html
https://www.lyngsat.com/tracker/G-Sat-9.html,https://www.lyngsat.com/radiochannels/bt/BBS-Radio-2.html
https://www.lyngsat.com/tracker/G-Sat-9.html,https://www.lyngsat.com/radiochannels/bt/Kuzoo-FM-104.html
https://www.lyngsat.com/tracker/G-Sat-9.html,https://www.lyngsat.com/radiochannels/bt/Kuzoo-FM-105.html
https://www.lyngsat.com/tracker/Eutelsat-8-West-B.html,https://www.lyngsat.com/radiochannels/cg/Radio-Congo.html
https://www.lyngsat.com/tracker/Eutelsat-16A.html,https://www.lyngsat.com/radiochannels/ci/Alpha-Blondy-FM.html
https://www.lyngsat.com/tracker/Arabsat-5C.html,https://www.lyngsat.com/radiochannels/ci/Radio-Al-Bayane.html
https://www.lyngsat.com/tracker/SES-4.html,https://www.lyngsat.com/radiochannels/ci/Radio-Cote-dIvoire.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/ADN-971.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Concierto.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Corazon.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Duna-897.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/El-Conquistador-FM-Red-Norte.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/El-Conquistador-FM.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/FM-Dos.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Futuro.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Pudahuel-FM.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Radio-Agricultura.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Radio-Beethoven.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Radio-Elquina.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Radio-Imagina.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Radio-Pauta.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Radio-Puclaro.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/RadioActiva.html
https://www.lyngsat.com/tracker/Hispasat-74W-1.html,https://www.lyngsat.com/radiochannels/cl/Rock-and-Pop.html
https://www.lyngsat.com/tracker/Eutelsat-16A.html,https://www.lyngsat.com/radiochannels/cm/CRTV-National-Radio.html
https://www.lyngsat.com/tracker/Eutelsat-8-West-B.html,https://www.lyngsat.com/radiochannels/cm/CRTV-National-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/950-Music-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Alxa-Chinese-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Alxa-Mongolian-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Anhui-Economic-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Anhui-Music-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Anhui-Peoples-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Beijing-News-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/Beijing-News-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Beijing-Public-Service-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CGTN-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-12.html,https://www.lyngsat.com/radiochannels/cn/CHBC-1071-FM.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/China-Plus-Radio.html
https://www.lyngsat.com/tracker/Intelsat-19.html,https://www.lyngsat.com/radiochannels/cn/China-Plus-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/China-Radio-International.html
https://www.lyngsat.com/tracker/Intelsat-19.html,https://www.lyngsat.com/radiochannels/cn/China-Radio-International.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Chongqing-City-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Chongqing-Economic-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Chongqing-Music-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Chongqing-News-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/Chongqing-Story-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-1-Voice-of-China.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-1-Voice-of-China.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/CNR-1-Voice-of-China.html
https://www.lyngsat.com/tracker/ChinaSat-9B.html,https://www.lyngsat.com/radiochannels/cn/CNR-1-Voice-of-China.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-10-Senior-Citizen-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-10-Senior-Citizen-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/CNR-10-Senior-Citizen-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-11-Tibetan-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/CNR-11-Tibetan-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9B.html,https://www.lyngsat.com/radiochannels/cn/CNR-11-Tibetan-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-12-Reading-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-12-Reading-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/CNR-12-Reading-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-13-Uyghur-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/CNR-13-Uyghur-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9B.html,https://www.lyngsat.com/radiochannels/cn/CNR-13-Uyghur-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-14-Hong-Kong-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-15-Traffic-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-15-Traffic-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-16-Countryside-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-16-Countryside-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-17-Kazakh-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9B.html,https://www.lyngsat.com/radiochannels/cn/CNR-17-Kazakh-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-2-Voice-of-Finance.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-2-Voice-of-Finance.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/CNR-2-Voice-of-Finance.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-3-Music-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-3-Music-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/CNR-3-Music-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-4-Golden-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6E.html,https://www.lyngsat.com/radiochannels/cn/CNR-4-Golden-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-9.html,https://www.lyngsat.com/radiochannels/cn/CNR-4-Golden-Radio.html
https://www.lyngsat.com/tracker/ChinaSat-6D.html,https://www.lyngsat.com/radiochannels/cn/CNR-5-Taiwan-service-1.html
